wavenumber,AKD-TPS_20,K2S2O8-starch1
1616.347808,98.052365,92.087612
1614.418992,98.1767,92.43527
1612.490176,98.382714,92.782745
1610.56136,98.391411,93.021059
1608.632544,98.32921,93.197665
1606.703728,98.359512,93.429416
1604.774912,98.422674,93.65031
1602.846096,98.415465,93.826586
1600.91728,98.443403,94.022821
1598.988464,98.501738,94.230775
1597.059648,98.495086,94.36574
1595.130832,98.456896,94.47681
1593.202016,98.482484,94.61068
1591.2732,98.50172,94.737978
1589.344384,98.51323,94.835975
1587.415568,98.555782,94.956509
1585.486752,98.581881,95.039896
1583.557936,98.604579,95.110985
1581.62912,98.617425,95.176933
1579.700304,98.598337,95.233758
1577.771488,98.435083,95.160408
1575.842672,98.17486,95.047507
1573.913856,98.349274,95.183837
1571.98504,98.555057,95.322987
1570.056224,98.391972,95.217172
1568.127408,98.333344,95.188512
1566.198592,98.504659,95.299872
1564.269776,98.534635,95.334214
1562.34096,98.542296,95.340208
1560.412144,98.240079,95.166279
1558.483328,97.380758,94.606585
1556.554512,97.832131,94.81511
1554.625696,98.224803,95.055148
1552.69688,98.464324,95.19396
1550.768064,98.47498,95.164687
1548.839248,98.468,95.138401
1546.910432,98.569273,95.198668
1544.981616,98.265744,94.988144
1543.0528,97.922017,94.745155
1541.123984,97.646172,94.589935
1539.195168,97.562009,94.54559
1537.266352,98.164695,94.916338
1535.337536,98.410914,95.076434
1533.40872,98.223683,94.948781
1531.479904,98.326958,94.99993
1529.551088,98.502248,95.105778
1527.622272,98.346877,94.968772
1525.693456,98.132572,94.802144
1523.76464,98.077374,94.7456
1521.835824,97.829266,94.589439
1519.907008,97.791687,94.558082
1517.978192,97.927772,94.590092
1516.049376,97.896851,94.505378
1514.12056,98.180263,94.685947
1512.191744,98.299025,94.761273
1510.262928,98.040592,94.539745
1508.334112,97.50197,94.13574
1506.405296,97.179408,93.912287
1504.47648,98.007132,94.40487
1502.547664,98.437298,94.622176
1500.618848,98.483113,94.601295
1498.690032,98.356885,94.449626
1496.761216,98.248525,94.2665
1494.8324,98.381157,94.226603
1492.903584,98.530103,94.229072
1490.974768,98.23738,93.932423
1489.045952,97.855081,93.493725
1487.117136,98.068648,93.412074
1485.18832,98.389829,93.384051
1483.259504,98.526807,93.224536
1481.330688,98.447682,92.896392
1479.401872,98.389795,92.527338
1477.473056,98.252135,92.088505
1475.54424,97.926582,91.46007
1473.615424,97.584971,90.799896
1471.686608,97.351679,90.00436
1469.757792,97.634302,89.607855
1467.828976,97.780771,89.257106
1465.90016,97.654249,88.723893
1463.971344,97.470483,88.071242
1462.042528,97.581945,87.731119
1460.113712,97.504748,87.40722
1458.184896,97.01308,86.882997
1456.25608,96.618656,86.36729
1454.327264,97.037419,86.480299
1452.398448,97.365705,86.648968
1450.469632,97.48827,86.701815
1448.540816,97.431885,86.650982
1446.612,97.390895,86.574152
1444.683184,97.544399,86.579026
1442.754368,97.596917,86.507609
1440.825552,97.574296,86.363258
1438.896736,97.491145,86.191594
1436.96792,97.172744,85.83797
1435.039104,97.041732,85.501455
1433.110288,97.257075,85.450638
1431.181472,97.275756,85.317216
1429.252656,97.197657,85.077858
1427.32384,97.269816,84.941055
1425.395024,97.250255,84.770402
1423.466208,97.077227,84.475273
1421.537392,97.129541,84.333333
1419.608576,96.921222,84.067083
1417.67976,96.662094,83.682085
1415.750944,96.972289,83.718377
1413.822128,97.214786,83.787272
1411.893312,97.218826,83.734201
1409.964496,97.209352,83.690382
1408.03568,97.271132,83.718801
1406.106864,97.208612,83.718266
1404.178048,97.105287,83.745832
1402.249232,97.211907,83.932203
1400.320416,97.190016,84.062473
1398.3916,96.984574,84.087057
1396.462784,96.941706,84.205322
1394.533968,96.937967,84.3364
1392.605152,97.131957,84.532638
1390.676336,97.291803,84.651539
1388.74752,97.205696,84.554516
1386.818704,97.016062,84.281108
1384.889888,97.0939,84.141203
1382.961072,97.191299,84.041494
1381.032256,97.16037,83.834697
1379.10344,97.088847,83.580484
1377.174624,97.006281,83.332157
1375.245808,96.83512,83.02992
1373.316992,96.719418,82.705237
1371.388176,96.877261,82.566669
1369.45936,96.912162,82.453715
1367.530544,96.905009,82.372389
1365.601728,96.938101,82.381539
1363.672912,96.755819,82.303814
1361.744096,96.608563,82.245824
1359.81528,96.778312,82.354431
1357.886464,96.912413,82.434002
1355.957648,96.952935,82.419848
1354.028832,96.96765,82.396783
1352.100016,97.007846,82.391328
1350.1712,97.025948,82.365034
1348.242384,97.04728,82.342838
1346.313568,97.091537,82.334634
1344.384752,97.102123,82.283795
1342.455936,97.025974,82.175568
1340.52712,96.792166,81.936086
1338.598304,96.655965,81.718257
1336.669488,96.824076,81.736219
1334.740672,96.992069,81.815782
1332.811856,97.101218,81.899145
1330.88304,97.153775,82.013997
1328.954224,97.191551,82.16523
1327.025408,97.212535,82.358896
1325.096592,97.241714,82.596442
1323.167776,97.277329,82.868791
1321.23896,97.286094,83.133746
1319.310144,97.251935,83.353593
1317.381328,97.264254,83.558716
1315.452512,97.325457,83.794417
1313.523696,97.35171,83.983503
1311.59488,97.413334,84.11392
1309.666064,97.48142,84.189227
1307.737248,97.455846,84.199121
1305.808432,97.444746,84.171842
1303.879616,97.450343,84.13838
1301.9508,97.457744,84.108369
1300.021984,97.450795,84.093605
1298.093168,97.442558,84.112986
1296.164352,97.446589,84.18425
1294.235536,97.481702,84.326711
1292.30672,97.501792,84.497876
1290.377904,97.498872,84.67257
1288.449088,97.480802,84.821452
1286.520272,97.5318,85.00192
1284.591456,97.575566,85.189989
1282.66264,97.585068,85.314366
1280.733824,97.607566,85.40436
1278.805008,97.643564,85.483596
1276.876192,97.644917,85.537252
1274.947376,97.641086,85.567242
1273.01856,97.636726,85.577912
1271.089744,97.635586,85.544531
1269.160928,97.643477,85.511686
1267.232112,97.657945,85.480923
1265.303296,97.678097,85.422274
1263.37448,97.710017,85.357182
1261.445664,97.696878,85.269894
1259.516848,97.668638,85.157559
1257.588032,97.679859,85.056353
1255.659216,97.684583,84.932206
1253.7304,97.661257,84.774701
1251.801584,97.632684,84.569995
1249.872768,97.612108,84.335209
1247.943952,97.608041,84.091663
1246.015136,97.592871,83.841715
1244.08632,97.577281,83.59656
1242.157504,97.553459,83.375577
1240.228688,97.534776,83.18043
1238.299872,97.53862,83.033243
1236.371056,97.555127,82.922346
1234.44224,97.574026,82.838286
1232.513424,97.598827,82.782773
1230.584608,97.617694,82.757626
1228.655792,97.639591,82.762772
1226.726976,97.669906,82.797426
1224.79816,97.692276,82.837928
1222.869344,97.72211,82.883178
1220.940528,97.754675,82.916172
1219.011712,97.753897,82.914426
1217.082896,97.757563,82.876533
1215.15408,97.747592,82.800119
1213.225264,97.71021,82.683483
1211.296448,97.682518,82.53603
1209.367632,97.682915,82.407323
1207.438816,97.666086,82.319794
1205.51,97.64976,82.27897
1203.581184,97.650553,82.315404
1201.652368,97.677883,82.44573
1199.723552,97.690088,82.646342
1197.794736,97.702531,82.908023
1195.86592,97.755731,83.249725
1193.937104,97.838002,83.641007
1192.008288,97.909488,84.048821
1190.079472,97.946417,84.417885
1188.150656,97.969116,84.747038
1186.22184,97.987149,85.046793
1184.293024,98.010137,85.331899
1182.364208,98.020677,85.576911
1180.435392,97.979241,85.728509
1178.506576,97.924448,85.807737
1176.57776,97.861782,85.795511
1174.648944,97.783754,85.64903
1172.720128,97.667993,85.315046
1170.791312,97.501768,84.712345
1168.862496,97.294619,83.758922
1166.93368,97.025224,82.41089
1165.004864,96.7097,80.673644
1163.076048,96.384048,78.624241
1161.147232,96.033872,76.342473
1159.218416,95.714126,74.010673
1157.2896,95.425878,71.817984
1155.360784,95.169578,69.929323
1153.431968,94.974596,68.504466
1151.503152,94.844782,67.630895
1149.574336,94.777519,67.334202
1147.64552,94.803039,67.606175
1145.716704,94.925912,68.379546
1143.787888,95.099449,69.496244
1141.859072,95.280001,70.799283
1139.930256,95.484862,72.153242
1138.00144,95.683234,73.417256
1136.072624,95.845669,74.435292
1134.143808,95.952363,75.106771
1132.214992,96.010663,75.39017
1130.286176,96.000962,75.295839
1128.35736,95.940535,74.940098
1126.428544,95.874208,74.476284
1124.499728,95.813678,73.996886
1122.570912,95.746779,73.566422
1120.642096,95.711915,73.212259
1118.71328,95.694744,72.897669
1116.784464,95.644647,72.554243
1114.855648,95.572769,72.155487
1112.926832,95.515657,71.708852
1110.998016,95.429882,71.20286
1109.0692,95.343248,70.672564
1107.140384,95.277469,70.182025
1105.211568,95.229121,69.777068
1103.282752,95.187953,69.582388
1101.353936,95.178981,69.635503
1099.42512,95.206988,69.955452
1097.496304,95.242938,70.443084
1095.567488,95.246892,70.882364
1093.638672,95.212037,71.039908
1091.709856,95.118355,70.789308
1089.78104,94.970222,70.041226
1087.852224,94.759853,68.784166
1085.923408,94.492271,67.091435
1083.994592,94.205164,65.140925
1082.065776,93.943455,63.147908
1080.13696,93.733311,61.380967
1078.208144,93.619912,60.204417
1076.279328,93.642655,59.992577
1074.350512,93.809203,60.949359
1072.421696,94.1262,62.896157
1070.49288,94.505299,65.138239
1068.564064,94.782412,66.864111
1066.635248,94.885563,67.626278
1064.706432,94.81693,67.411743
1062.777616,94.655496,66.46631
1060.8488,94.437114,65.072877
1058.919984,94.212396,63.491169
1056.991168,93.975399,61.909723
1055.062352,93.71978,60.388495
1053.133536,93.51385,58.998081
1051.20472,93.335836,57.718061
1049.275904,93.178027,56.553067
1047.347088,93.002482,55.464891
1045.418272,92.794769,54.394594
1043.489456,92.604555,53.35172
1041.56064,92.463828,52.392191
1039.631824,92.336418,51.527478
1037.703008,92.20258,50.694853
1035.774192,92.047206,49.801794
1033.845376,91.878195,48.788523
1031.91656,91.719378,47.58353
1029.987744,91.529113,46.189938
1028.058928,91.292419,44.684548
1026.130112,91.072411,43.197294
1024.201296,90.874575,41.834095
1022.27248,90.68072,40.682607
1020.343664,90.533834,39.794778
1018.414848,90.439977,39.184138
1016.486032,90.384866,38.886152
1014.557216,90.366679,38.928167
1012.6284,90.37443,39.228614
1010.699584,90.41407,39.683618
1008.770768,90.450316,40.137678
1006.841952,90.464975,40.47135
1004.913136,90.439943,40.588142
1002.98432,90.389751,40.490567
1001.055504,90.345294,40.237457
999.126688,90.325475,39.951667
997.197872,90.325629,39.790157
995.269056,90.337332,39.895828
993.34024,90.402183,40.394569
991.411424,90.537733,41.371762
989.482608,90.75475,42.848223
987.553792,91.024866,44.807333
985.624976,91.380998,47.190658
983.69616,91.829255,49.860814
981.767344,92.303363,52.626355
979.838528,92.780996,55.322879
977.909712,93.244603,57.822366
975.980896,93.629035,60.077473
974.05208,93.970481,62.101506
972.123264,94.307351,63.96141
970.194448,94.611009,65.681116
968.265632,94.855587,67.262596
966.336816,95.091933,68.737297
964.408,95.302312,70.086315
962.479184,95.478898,71.319325
960.550368,95.636429,72.426153
958.621552,95.769267,73.390707
956.692736,95.903884,74.217672
954.76392,95.999425,74.825573
952.835104,96.034345,75.131988
950.906288,96.004521,75.042163
948.977472,95.978031,74.678009
947.048656,95.929555,74.229669
945.11984,95.802507,73.701687
943.191024,95.689274,73.113931
941.262208,95.579116,72.551291
939.333392,95.446928,72.053891
937.404576,95.326875,71.601098
935.47576,95.259391,71.194199
933.546944,95.187893,70.872417
931.618128,95.128348,70.68109
929.689312,95.116489,70.584657
927.760496,95.172673,70.542211
925.83168,95.203246,70.622915
923.902864,95.224762,70.840695
921.974048,95.260671,71.219227
920.045232,95.390138,71.767076
918.116416,95.516362,72.430999
916.1876,95.590563,73.172742
914.258784,95.695962,73.924473
912.329968,95.830882,74.573374
910.401152,95.944887,75.192501
908.472336,96.040122,75.783591
906.54352,96.124834,76.241943
904.614704,96.185801,76.649516
902.685888,96.253196,77.058759
900.757072,96.31402,77.448492
898.828256,96.360716,77.778264
896.89944,96.423159,78.078389
894.970624,96.468091,78.395676
893.041808,96.494765,78.720444
891.112992,96.548084,79.013802
889.184176,96.642098,79.348984
887.25536,96.699531,79.637368
885.326544,96.695875,79.828074
883.397728,96.744317,79.975518
881.468912,96.776611,80.007018
879.540096,96.761534,79.844511
877.61128,96.702716,79.505937
875.682464,96.600273,79.021438
873.753648,96.518429,78.388819
871.824832,96.441654,77.659093
869.896016,96.252881,76.861909
867.9672,96.067101,76.052792
866.038384,95.980673,75.327112
864.109568,95.847897,74.691269
862.180752,95.738785,74.22847
860.251936,95.729711,73.988708
858.32312,95.768288,73.916983
856.394304,95.780621,73.940289
854.465488,95.773125,73.997181
852.536672,95.781096,74.064594
850.607856,95.772593,74.165258
848.67904,95.767151,74.270094
846.750224,95.786779,74.41146
844.821408,95.81912,74.606425
842.892592,95.832416,74.824662
840.963776,95.868448,75.115344
839.03496,95.914479,75.530901
837.106144,95.96347,75.990187
835.177328,96.059786,76.448764
833.248512,96.169609,76.911257
831.319696,96.268498,77.320563
829.39088,96.345183,77.640317
827.462064,96.374723,77.827919
825.533248,96.409015,77.947749
823.604432,96.39189,78.030996
821.675616,96.346489,78.026462
819.7468,96.354635,77.983661
817.817984,96.425776,77.962881
815.889168,96.440306,77.899461
813.960352,96.393598,77.774247
812.031536,96.38166,77.652574
810.10272,96.382067,77.569966
808.173904,96.35699,77.442577
806.245088,96.348875,77.27554
804.316272,96.301112,77.089893
802.387456,96.242949,76.868754
800.45864,96.264561,76.613614
798.529824,96.172581,76.308142
796.601008,96.095687,75.99634
794.672192,96.066739,75.738051
792.743376,96.031842,75.52342
790.81456,95.96515,75.301578
788.885744,95.890192,75.079664
786.956928,95.860905,74.889145
785.028112,95.860562,74.717866
783.099296,95.828277,74.508859
781.17048,95.753259,74.241047
779.241664,95.671279,73.910288
777.312848,95.635598,73.529522
775.384032,95.559078,73.08312
773.455216,95.438398,72.560948
771.5264,95.353957,71.982388
769.597584,95.223326,71.337061
767.668768,95.098871,70.629289
765.739952,94.994851,69.894313
763.811136,94.896757,69.290853
761.88232,94.806352,68.872358
759.953504,94.793307,68.648795
758.024688,94.849046,68.692963
756.095872,94.858497,68.938114
754.167056,94.882616,69.297466
752.23824,94.953287,69.715989
750.309424,95.038508,70.203123
748.380608,95.153069,70.64778
746.451792,95.212321,70.905458
744.522976,95.189863,71.091585
742.59416,95.184895,71.276833
740.665344,95.274023,71.353632
738.736528,95.330516,71.312262
736.807712,95.212449,71.173423
734.878896,95.089863,71.066289
732.95008,95.084067,70.906788
731.021264,95.053843,70.653072
729.092448,95.000637,70.435975
727.163632,94.954041,70.225726
725.234816,94.93293,69.888659
723.306,94.865316,69.529266
721.377184,94.601048,69.053137
719.448368,94.382842,68.547161
717.519552,94.451591,68.191543
715.590736,94.464868,67.753567
713.66192,94.378848,67.208386
711.733104,94.345572,66.72446
709.804288,94.290225,66.243465
707.875472,94.177418,65.794125
705.946656,94.144219,65.55449
704.01784,94.099914,65.50848
702.089024,94.105068,65.559572
700.160208,94.10319,65.651336
698.231392,94.016319,65.792022
696.302576,93.934599,65.954172
694.37376,93.926547,66.014962
692.444944,93.94658,65.974982
690.516128,93.890262,65.922696
688.587312,93.713145,65.840535
686.658496,93.620853,65.705745
684.72968,93.657998,65.56771
682.800864,93.663621,65.441949
680.872048,93.673582,65.307942
678.943232,93.749576,65.202405
677.014416,93.702463,65.041716
675.0856,93.696206,64.687143
673.156784,93.74696,64.614791
671.227968,93.492143,64.695659
669.299152,92.740406,64.493418
667.370336,92.877281,64.44114
665.44152,93.717659,64.93197
663.512704,93.800455,65.004789
661.583888,93.772326,64.852487
659.655072,93.679679,64.965846
657.726256,93.655251,65.040054
655.79744,93.60313,65.006541
653.868624,93.595264,65.00847
651.939808,93.649812,65.064625
650.010992,93.623971,65.084946
648.082176,93.612173,65.20423
646.15336,93.697934,65.455907
644.224544,93.8206,65.81191
642.295728,93.949252,66.069331
640.366912,94.06518,66.347891
638.438096,94.047631,66.680505
636.50928,94.067773,66.854976
634.580464,94.252308,66.8985
632.651648,94.4064,67.027926
630.722832,94.335033,67.197452
628.794016,94.234207,67.416164
626.8652,94.420926,67.828384
624.936384,94.66328,68.457334
623.007568,94.695668,68.803239
621.078752,94.419823,69.085776
619.149936,94.001011,68.944309
617.22112,94.070449,68.829132
615.292304,94.437534,68.870884
613.363488,94.106373,68.328922
611.434672,93.71926,67.501578
609.505856,93.875314,66.994802
607.57704,93.873951,66.211237
605.648224,93.781878,65.632547
603.719408,93.876491,65.447294
601.790592,93.798289,65.422694
599.861776,93.867735,65.455703
597.93296,94.217322,65.780995
596.004144,94.406106,66.358365
594.075328,94.476019,67.28542
592.146512,94.455722,68.030229
590.217696,94.229063,68.234943
588.28888,94.406496,68.491831
586.360064,94.405829,68.595474
584.431248,94.666454,69.508125
582.502432,94.831545,70.367562
580.573616,94.362551,70.650102
578.6448,94.075563,71.346684
576.715984,94.086511,71.54139
574.787168,94.23861,71.587394
572.858352,95.27645,72.62293
570.929536,95.785253,73.751161
569.00072,95.521463,73.939943
567.071904,94.988615,73.786336
565.143088,95.427936,74.453929
563.214272,95.955192,75.0198
561.285456,95.904333,75.191485
559.35664,96.437779,75.540524
557.427824,96.29929,75.687226
555.499008,95.572805,75.977111
553.570192,96.112584,77.171333
551.641376,96.643444,78.93262
549.71256,96.364785,79.779891
547.783744,96.297726,81.193629
545.854928,96.508703,81.555689
543.926112,97.102155,81.988609
541.997296,97.480682,83.573118
540.06848,96.879338,85.608181
538.139664,96.164116,86.487576
536.210848,98.143885,88.363216
534.282032,98.160895,88.506665
532.353216,97.46697,88.71002
530.4244,97.961274,90.155993
528.495584,98.695974,91.702848
526.566768,99.167814,93.072449
524.637952,100.045446,96.091568
522.709136,99.60692,97.953748
520.78032,100.527826,100.652201
518.851504,103.459972,103.830279
516.922688,105.265429,106.357571
514.993872,103.192417,102.786107
513.065056,101.559778,104.336905
511.13624,100.775473,106.239414
509.207424,101.513341,105.719589
507.278608,102.140792,105.405885
505.349792,101.412208,105.478287
503.420976,101.226603,105.171423
501.49216,100.650229,104.610411
499.563344,103.860067,106.632834
497.634528,106.459948,107.461864
495.705712,103.710965,103.812174
493.776896,106.168213,105.184648
491.84808,110.642946,111.520173
489.919264,107.414342,112.755531
487.990448,102.390636,109.395804
486.061632,106.290164,112.179197
484.132816,108.080177,109.361124
482.204,104.607602,108.22856
480.275184,104.461987,103.579799
478.346368,105.378229,104.631562
476.417552,109.198424,107.736771
474.488736,110.784838,107.003312
472.55992,106.098374,104.668637
470.631104,102.651088,104.712588
468.702288,104.17798,109.296748
466.773472,107.397666,111.459033
464.844656,110.582451,109.937026
462.91584,114.657513,112.159189
460.987024,114.965472,113.565716
459.058208,111.569753,111.730807
457.129392,105.9589,105.159049
455.200576,104.034752,106.739229
453.27176,102.047757,109.888206
451.342944,99.657089,110.799791
449.414128,104.391482,114.004726
447.485312,109.184955,107.580382
445.556496,104.916725,98.871483
443.62768,107.428948,107.118366
441.698864,109.229663,115.990623
439.770048,104.083833,111.988668
437.841232,100.229962,108.047843
435.912416,101.310053,106.065854
433.9836,101.238154,97.889156
432.054784,103.961918,94.418794
430.125968,109.571838,103.070338
428.197152,108.446776,109.907123
426.268336,103.131428,101.580207
424.33952,103.682915,94.977654
422.410704,102.690265,94.254967
420.481888,104.848825,101.738697
418.553072,98.933787,90.559135
416.624256,100.557657,90.813659
414.69544,108.310026,94.439205
412.766624,108.87492,87.626632
410.837808,110.095366,88.72897
408.908992,113.822345,98.212225
406.980176,108.13738,100.775578
405.05136,105.128931,96.590489
403.122544,113.432481,95.072676
401.193728,115.660385,94.202261
399.264912,104.572329,81.851609